_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,ratings_got_dict,UTT,max_rating_with_variance,got_feedback_classifier,got_feedback_classifier_int,time_stamp
5da7785b1e3a9bf134c0ece6,5d942692a9cf770a818d4aba,2,4,5,2,4,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 4.0, 'friendliness_score': 0, 'comfortibility_score': 4}",10,4,punctuality_score,3,06:51.1
5da7785b1e3a9bf134c0ece7,5da746d5c2a44d9c0fc2bcfc,2,1,5,5,3,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 13.5, 'friendliness_score': 0, 'comfortibility_score': 0}",10,13.5,punctuality_score,3,06:51.9
5da7785c1e3a9bf134c0ece8,5d942734a9cf770a818e5bbd,4,1,3,3,5,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 13.5, 'friendliness_score': 0, 'comfortibility_score': 0}",15,13.5,punctuality_score,3,06:52.5
5da778721e3a9bf134c0ecfb,5d942639a9cf770a818cb2df,5,1,1,1,1,"{'chatty_score': 0.0, 'safety_score': 41.65, 'punctuality_score': 34.65, 'friendliness_score': 21.32, 'comfortibility_score': 0.0}",10,41.65,safety_score,2,07:14.0
5da778721e3a9bf134c0ecfc,5d94265ba9cf770a818ced17,5,4,4,1,3,"{'chatty_score': 4.53, 'safety_score': 0.0, 'punctuality_score': 13.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",15,13,punctuality_score,3,07:14.8
5da778731e3a9bf134c0ecfd,5da746fbc2a44d9c0fc2fb74,5,3,3,1,2,"{'chatty_score': 9.0, 'safety_score': 0.0, 'punctuality_score': 33.71, 'friendliness_score': 0.0, 'comfortibility_score': 2.66}",30,33.71,punctuality_score,3,07:15.8
5da778771e3a9bf134c0ecfe,5d9426a7a9cf770a818d6eeb,4,2,1,5,5,"{'chatty_score': 75.28999999999999, 'safety_score': 20.970000000000002, 'punctuality_score': 51.99, 'friendliness_score': 90.96000000000001, 'comfortibility_score': 79.31}",15,90.96,friendliness_score,4,07:19.2
5da778ad1e3a9bf134c0ed11,5d9425c9a9cf770a818c00b9,3,5,1,4,4,"{'chatty_score': 2.99, 'safety_score': 0.0, 'punctuality_score': 0, 'friendliness_score': 2.33, 'comfortibility_score': 18.990000000000002}",10,18.99,comfortibility_score,5,08:13.7
5da778ae1e3a9bf134c0ed12,5d94267ca9cf770a818d24f3,1,5,3,5,3,"{'chatty_score': 0.0, 'safety_score': 9.0, 'punctuality_score': 0.0, 'friendliness_score': 6.99, 'comfortibility_score': 31.65}",30,31.65,comfortibility_score,5,08:14.5
5da778af1e3a9bf134c0ed13,5da746e6c2a44d9c0fc2da57,3,5,3,4,1,"{'chatty_score': 2.66, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 40.65, 'comfortibility_score': 2.66}",30,40.65,friendliness_score,4,08:15.4
5da778b01e3a9bf134c0ed14,5d94271aa9cf770a818e2e74,1,1,4,5,5,"{'chatty_score': 9.0, 'safety_score': 0.0, 'punctuality_score': 11.66, 'friendliness_score': 18.990000000000002, 'comfortibility_score': 0.0}",30,18.99,friendliness_score,4,08:16.3
5da778eb1e3a9bf134c0ed20,5d9425b3a9cf770a818bdeee,5,2,1,2,3,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 4, 'comfortibility_score': 4}",10,4,friendliness_score,4,09:15.4
5da778ec1e3a9bf134c0ed21,5d942691a9cf770a818d48d6,5,3,5,2,4,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 4, 'friendliness_score': 0.0, 'comfortibility_score': 4}",15,4,punctuality_score,3,09:16.1
5da778ec1e3a9bf134c0ed22,5d94277ba9cf770a818ecc9b,4,1,2,1,5,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 13.5, 'comfortibility_score': 0}",25,13.5,friendliness_score,4,09:16.8
5da778f31e3a9bf134c0ed2e,5d94260ca9cf770a818c6ad9,5,1,1,1,2,"{'chatty_score': 90.0, 'safety_score': 0.0, 'punctuality_score': 20.8, 'friendliness_score': 34.35, 'comfortibility_score': 0.0}",10,90,chatty_score,1,09:23.3
5da778f31e3a9bf134c0ed2f,5d942600a9cf770a818c57ae,4,3,1,2,4,"{'chatty_score': 32.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",20,32,chatty_score,1,09:23.9
5da778f51e3a9bf134c0ed30,5d9426aaa9cf770a818d73f7,3,3,1,5,1,"{'chatty_score': 0.0, 'safety_score': 0.5, 'punctuality_score': 32, 'friendliness_score': 16.0, 'comfortibility_score': 22.5}",30,32,punctuality_score,3,09:25.3
5da779131e3a9bf134c0ed3c,5d94262fa9cf770a818ca3f7,3,3,1,4,1,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 38, 'friendliness_score': 0.0, 'comfortibility_score': 11.16}",10,38,punctuality_score,3,09:55.6
5da779141e3a9bf134c0ed3d,5da7465fc2a44d9c0fc1f66e,2,2,3,4,2,"{'chatty_score': 0.0, 'safety_score': 6.75, 'punctuality_score': 2, 'friendliness_score': 6.75, 'comfortibility_score': 0.0}",15,6.75,safety_score,2,09:56.3
5da779151e3a9bf134c0ed3e,5d9426b5a9cf770a818d87f5,2,3,5,1,4,"{'chatty_score': 40.0, 'safety_score': 0.5, 'punctuality_score': 10.0, 'friendliness_score': 0.0, 'comfortibility_score': 0}",30,40,chatty_score,1,09:57.3
5da7798a1e3a9bf134c0ed4c,5d9426a0a9cf770a818d62e8,1,2,1,2,2,"{'chatty_score': 63.0, 'safety_score': 13.5, 'punctuality_score': 0.0, 'friendliness_score': 32.5, 'comfortibility_score': 4}",10,63,chatty_score,1,11:54.9
5da7798b1e3a9bf134c0ed4d,5da74677c2a44d9c0fc2200e,2,5,1,3,5,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0, 'comfortibility_score': 0}",10,0,chatty_score,1,11:55.7
5da7798c1e3a9bf134c0ed4e,5d942758a9cf770a818e9926,2,5,3,1,4,"{'chatty_score': 0.0, 'safety_score': 4.0, 'punctuality_score': 0, 'friendliness_score': 33.0, 'comfortibility_score': 4}",15,33,friendliness_score,4,11:56.3
5da779ad1e3a9bf134c0ed61,5d942669a9cf770a818d04c5,5,4,5,4,3,"{'chatty_score': 9.0, 'safety_score': 21.32, 'punctuality_score': 43.98, 'friendliness_score': 41.65, 'comfortibility_score': 9.33}",10,43.98,punctuality_score,3,12:29.3
5da779ae1e3a9bf134c0ed62,5d942614a9cf770a818c780d,5,1,1,2,3,"{'chatty_score': 41.65, 'safety_score': 0.0, 'punctuality_score': 0.33, 'friendliness_score': 0.0, 'comfortibility_score': 0.33}",10,41.65,chatty_score,1,12:30.0
5da779ae1e3a9bf134c0ed63,5d942615a9cf770a818c79a2,5,4,4,5,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 41.65, 'comfortibility_score': 0.0}",20,41.65,friendliness_score,4,12:30.8
5da779af1e3a9bf134c0ed64,5d9426caa9cf770a818daa8c,4,3,5,3,3,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 6.99, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",20,6.99,punctuality_score,3,12:31.6
5da77b37b65aa872abc546ef,5d942602a9cf770a818c5a29,3,4,4,4,5,"{'chatty_score': 37.66, 'safety_score': 28, 'punctuality_score': 0.33, 'friendliness_score': 0.0, 'comfortibility_score': 17.32}",15,37.66,chatty_score,1,19:03.2
5da77b38b65aa872abc546f0,5da74671c2a44d9c0fc21642,1,2,3,5,5,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 83.3, 'friendliness_score': 9.33, 'comfortibility_score': 0.0}",30,83.3,punctuality_score,3,19:04.1
5da77b38b65aa872abc546f1,5da74649c2a44d9c0fc1d3e8,4,5,1,4,4,"{'chatty_score': 0.0, 'safety_score': 65.32, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 2.66}",30,65.32,safety_score,2,19:05.0
5da77b39b65aa872abc546f2,5d9426b7a9cf770a818d8aca,3,1,5,3,4,"{'chatty_score': 7.0, 'safety_score': 9.0, 'punctuality_score': 41.65, 'friendliness_score': 0.0, 'comfortibility_score': 12.99}",20,41.65,punctuality_score,3,19:05.8
5da77b57b65aa872abc546fe,5d942643a9cf770a818cc453,5,3,2,1,5,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0, 'comfortibility_score': 13.5}",15,13.5,comfortibility_score,5,19:35.1
5da77b57b65aa872abc546ff,5d942633a9cf770a818ca9d9,3,2,1,1,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 32.0, 'friendliness_score': 0.0, 'comfortibility_score': 1.5}",30,32,punctuality_score,3,19:35.7
5da77b58b65aa872abc54700,5d9426aaa9cf770a818d7429,5,3,5,5,2,"{'chatty_score': 32.5, 'safety_score': 4.0, 'punctuality_score': 4, 'friendliness_score': 67.0, 'comfortibility_score': 1.0}",15,67,friendliness_score,4,19:36.7
5da77b78b65aa872abc54713,5d94260ea9cf770a818c6dce,2,1,2,4,1,"{'chatty_score': 4.800000000000001, 'safety_score': 2.14, 'punctuality_score': 2.66, 'friendliness_score': 4.66, 'comfortibility_score': 50.65}",15,50.65,comfortibility_score,5,20:08.2
5da77b79b65aa872abc54714,5da74655c2a44d9c0fc1e71a,3,2,2,5,1,"{'chatty_score': 15.13, 'safety_score': 2.33, 'punctuality_score': 0.0, 'friendliness_score': 8.46, 'comfortibility_score': 41.65}",30,41.65,comfortibility_score,5,20:09.1
5da77b79b65aa872abc54715,5da746c7c2a44d9c0fc2a64f,2,5,1,5,3,"{'chatty_score': 0.0, 'safety_score': 6.99, 'punctuality_score': 1.34, 'friendliness_score': 4.41, 'comfortibility_score': 0.0}",10,6.99,safety_score,2,20:10.0
5da77b7bb65aa872abc54716,5d9426aea9cf770a818d7b71,2,5,5,2,2,"{'chatty_score': 31.63, 'safety_score': 41.65, 'punctuality_score': 7.0, 'friendliness_score': 0.0, 'comfortibility_score': 9.0}",30,41.65,safety_score,2,20:11.3
5da77b97b65aa872abc54722,5d94265ba9cf770a818cec5a,1,1,4,2,1,"{'chatty_score': 13.5, 'safety_score': 4, 'punctuality_score': 0.5, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",15,13.5,chatty_score,1,20:39.4
5da77b98b65aa872abc54723,5da74667c2a44d9c0fc20572,1,2,5,2,3,"{'chatty_score': 32.0, 'safety_score': 0.0, 'punctuality_score': 0, 'friendliness_score': 13.5, 'comfortibility_score': 0}",15,32,chatty_score,1,20:40.1
5da77b98b65aa872abc54724,5d942710a9cf770a818e1e67,1,3,5,3,2,"{'chatty_score': 0.0, 'safety_score': 8.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 17.5}",10,17.5,comfortibility_score,5,20:40.8
5da77bb9b65aa872abc54737,5d9425d4a9cf770a818c1180,1,5,5,4,4,"{'chatty_score': 9.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 1.32}",15,9,chatty_score,1,21:13.0
5da77bb9b65aa872abc54738,5d942648a9cf770a818ccc5e,1,2,2,1,1,"{'chatty_score': 0.0, 'safety_score': 2.66, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.99}",25,2.66,safety_score,2,21:13.8
5da77bbab65aa872abc54739,5da746bbc2a44d9c0fc2923f,5,5,1,5,5,"{'chatty_score': 0.33, 'safety_score': 2.66, 'punctuality_score': 9.0, 'friendliness_score': 21.32, 'comfortibility_score': 0.66}",10,21.32,friendliness_score,4,21:14.7
5da77bbbb65aa872abc5473a,5d9426f0a9cf770a818de8e2,5,2,2,3,3,"{'chatty_score': 44.31, 'safety_score': 0.0, 'punctuality_score': 0.33, 'friendliness_score': 0.0, 'comfortibility_score': 41.65}",10,44.31,chatty_score,1,21:15.6
5da77be1b65aa872abc54746,5d94263ca9cf770a818cb782,2,1,5,5,2,"{'chatty_score': 4.0, 'safety_score': 4.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",15,4,chatty_score,1,21:53.8
5da77be2b65aa872abc54747,5da746c6c2a44d9c0fc2a3f3,3,4,5,1,1,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",30,0,chatty_score,1,21:54.5
5da77be4b65aa872abc54748,5d9426a8a9cf770a818d7145,5,1,3,3,4,"{'chatty_score': 13.5, 'safety_score': 9.0, 'punctuality_score': 4.2, 'friendliness_score': 60.0, 'comfortibility_score': 62.5}",15,62.5,comfortibility_score,5,21:56.2
5da77c17b65aa872abc54754,5d94269ea9cf770a818d6065,3,1,5,2,2,"{'chatty_score': 62.5, 'safety_score': 0.0, 'punctuality_score': 0.30000000000000004, 'friendliness_score': 2.0, 'comfortibility_score': 0.5}",15,62.5,chatty_score,1,22:47.6
5da77c18b65aa872abc54755,5da746eac2a44d9c0fc2df8c,4,3,5,5,1,"{'chatty_score': 62.5, 'safety_score': 62.5, 'punctuality_score': 0.30000000000000004, 'friendliness_score': 2.5, 'comfortibility_score': 0.5}",15,62.5,chatty_score,1,22:48.4
5da77c19b65aa872abc54756,5d942713a9cf770a818e2320,5,4,1,2,3,"{'chatty_score': 13.5, 'safety_score': 4.0, 'punctuality_score': 62.5, 'friendliness_score': 0.0, 'comfortibility_score': 1.0}",20,62.5,punctuality_score,3,22:49.0
5da77cbab65aa872abc54769,5d94266ea9cf770a818d0d3c,4,3,4,1,5,"{'chatty_score': 13.0, 'safety_score': 0.33, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 22.66}",15,22.66,comfortibility_score,5,25:30.6
5da77cbbb65aa872abc5476a,5d942650a9cf770a818cd9d1,1,1,3,4,5,"{'chatty_score': 20.0, 'safety_score': 28.33, 'punctuality_score': 0.33, 'friendliness_score': 21.65, 'comfortibility_score': 2.66}",15,28.33,safety_score,2,25:31.6
5da77cbcb65aa872abc5476b,5da74716c2a44d9c0fc32741,2,1,2,5,4,"{'chatty_score': 50.65, 'safety_score': 35.0, 'punctuality_score': 0.33, 'friendliness_score': 9.0, 'comfortibility_score': 6.99}",25,50.65,chatty_score,1,25:32.5
5da77cbdb65aa872abc5476c,5d94274ba9cf770a818e8172,3,2,3,4,4,"{'chatty_score': 21, 'safety_score': 0.33, 'punctuality_score': 9.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",25,21,chatty_score,1,25:33.3
5da77cfbb65aa872abc54778,5d94269da9cf770a818d5d92,3,2,4,2,2,"{'chatty_score': 0.0, 'safety_score': 0.5, 'punctuality_score': 0.5, 'friendliness_score': 22.5, 'comfortibility_score': 0.0}",15,22.5,friendliness_score,4,26:35.5
5da77cfcb65aa872abc54779,5d942675a9cf770a818d17bd,2,1,4,2,4,"{'chatty_score': 13.5, 'safety_score': 4.0, 'punctuality_score': 0.0, 'friendliness_score': 32.0, 'comfortibility_score': 62.5}",25,62.5,comfortibility_score,5,26:36.1
5da77cfcb65aa872abc5477a,5d942758a9cf770a818e9824,5,3,1,5,5,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 0.0, 'friendliness_score': 22.5, 'comfortibility_score': 13.5}",10,22.5,friendliness_score,4,26:36.8
5da77d1cb65aa872abc54786,5d942656a9cf770a818ce359,2,4,1,4,4,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 3.8, 'comfortibility_score': 2.9}",15,3.8,friendliness_score,4,27:08.9
5da77d1db65aa872abc54787,5da746d7c2a44d9c0fc2c0e7,1,5,5,1,2,"{'chatty_score': 2.98, 'safety_score': 21.299999999999997, 'punctuality_score': 2.75, 'friendliness_score': 0.0, 'comfortibility_score': 1.45}",30,21.3,safety_score,2,27:09.6
5da77d20b65aa872abc54788,5d9426a5a9cf770a818d6c1b,3,3,4,1,5,"{'chatty_score': 116.5, 'safety_score': 0.5, 'punctuality_score': 136.0, 'friendliness_score': 46.0, 'comfortibility_score': 138.5}",25,138.5,comfortibility_score,5,27:12.3
5da77d7db65aa872abc5479b,5d94265ea9cf770a818cf0d6,1,1,2,5,3,"{'chatty_score': 0.0, 'safety_score': 2.99, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 14.32}",15,14.32,comfortibility_score,5,28:45.2
5da77d7eb65aa872abc5479c,5da7465bc2a44d9c0fc1f007,3,4,1,5,5,"{'chatty_score': 6.99, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 16, 'comfortibility_score': 2.66}",20,16,friendliness_score,4,28:46.1
5da77d7eb65aa872abc5479d,5d942650a9cf770a818cd96b,1,3,2,5,4,"{'chatty_score': 0.0, 'safety_score': 0.33, 'punctuality_score': 41.65, 'friendliness_score': 9.0, 'comfortibility_score': 41.65}",15,41.65,punctuality_score,3,28:46.9
5da77d7fb65aa872abc5479e,5d9426e8a9cf770a818ddc31,3,5,5,3,2,"{'chatty_score': 2.33, 'safety_score': 0.0, 'punctuality_score': 41.65, 'friendliness_score': 8.33, 'comfortibility_score': 5.32}",30,41.65,punctuality_score,3,28:47.7
5da77daeb65aa872abc547aa,5d94268aa9cf770a818d3d80,2,4,5,3,5,"{'chatty_score': 32, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 4, 'comfortibility_score': 22.5}",15,32,chatty_score,1,29:34.2
5da77daeb65aa872abc547ab,5da746f9c2a44d9c0fc2f880,4,1,5,2,4,"{'chatty_score': 4.0, 'safety_score': 0.5, 'punctuality_score': 4.0, 'friendliness_score': 13.5, 'comfortibility_score': 0.0}",10,13.5,friendliness_score,4,29:34.9
5da77dafb65aa872abc547ac,5d9426bca9cf770a818d92f9,5,1,2,3,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 13.5, 'friendliness_score': 0.0, 'comfortibility_score': 54.5}",30,54.5,comfortibility_score,5,29:35.6
5da77dc5b65aa872abc547bf,5d9425d0a9cf770a818c0ac8,3,1,1,4,2,"{'chatty_score': 0.0, 'safety_score': 9.0, 'punctuality_score': 1.0, 'friendliness_score': 0.0, 'comfortibility_score': 41.65}",15,41.65,comfortibility_score,5,29:57.3
5da77dc6b65aa872abc547c0,5d942647a9cf770a818cca7c,1,1,3,5,4,"{'chatty_score': 0.33, 'safety_score': 0.27, 'punctuality_score': 2.0, 'friendliness_score': 2.57, 'comfortibility_score': 0.0}",20,2.57,friendliness_score,4,29:58.1
5da77dc6b65aa872abc547c1,5d9425f7a9cf770a818c48a5,1,2,3,5,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 10.41, 'friendliness_score': 21.32, 'comfortibility_score': 0.0}",20,21.32,friendliness_score,4,29:59.0
5da77dc8b65aa872abc547c2,5d9426cfa9cf770a818db3a3,2,2,2,1,2,"{'chatty_score': 0.0, 'safety_score': 40.31999999999999, 'punctuality_score': 0.0, 'friendliness_score': 21.32, 'comfortibility_score': 23.98}",15,40.32,safety_score,2,30:00.4
5da77e12b65aa872abc547d5,5d94262ba9cf770a818c9cf5,3,5,3,2,2,"{'chatty_score': 0.0, 'safety_score': 15.0, 'punctuality_score': 21.32, 'friendliness_score': 28.0, 'comfortibility_score': 15.8}",15,28,friendliness_score,4,31:14.2
5da77e13b65aa872abc547d6,5d942637a9cf770a818cb02f,2,5,3,3,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 12.66, 'friendliness_score': 9.2, 'comfortibility_score': 21.32}",30,21.32,comfortibility_score,5,31:15.1
5da77e14b65aa872abc547d7,5da74690c2a44d9c0fc24a41,4,4,5,3,5,"{'chatty_score': 16.48, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 35.0, 'comfortibility_score': 3.16}",20,35,friendliness_score,4,31:16.0
5da77e17b65aa872abc547d8,5d9426b0a9cf770a818d7f01,3,3,2,5,2,"{'chatty_score': 102.96000000000001, 'safety_score': 32.980000000000004, 'punctuality_score': 129.92, 'friendliness_score': 95.62, 'comfortibility_score': 127.91999999999999}",20,129.92,punctuality_score,3,31:19.5
5da77e62b65aa872abc547eb,5d9425b4a9cf770a818be163,3,2,1,1,1,"{'chatty_score': 0.0, 'safety_score': 2.66, 'punctuality_score': 0.0, 'friendliness_score': 2.83, 'comfortibility_score': 31.65}",15,31.65,comfortibility_score,5,32:34.9
5da77e63b65aa872abc547ec,5da74669c2a44d9c0fc208f5,5,3,5,1,3,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 41.65, 'friendliness_score': 2.66, 'comfortibility_score': 2.66}",30,41.65,punctuality_score,3,32:35.8
5da77e64b65aa872abc547ed,5d9425e6a9cf770a818c2dc7,4,5,2,3,2,"{'chatty_score': 0.0, 'safety_score': 17.32, 'punctuality_score': 52.33, 'friendliness_score': 8.0, 'comfortibility_score': 9.0}",10,52.33,punctuality_score,3,32:36.6
5da77e65b65aa872abc547ee,5d9426b3a9cf770a818d835c,1,1,5,1,2,"{'chatty_score': 41.65, 'safety_score': 18.310000000000002, 'punctuality_score': 12.66, 'friendliness_score': 21.32, 'comfortibility_score': 19.65}",30,41.65,chatty_score,1,32:37.9
5da77e75b65aa872abc547fa,5d942693a9cf770a818d4c75,5,3,3,2,4,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 14.0, 'friendliness_score': 0, 'comfortibility_score': 0}",15,14,punctuality_score,3,32:53.4
5da77e76b65aa872abc547fb,5d942626a9cf770a818c9435,5,5,1,3,3,"{'chatty_score': 4.0, 'safety_score': 0.0, 'punctuality_score': 32.0, 'friendliness_score': 4, 'comfortibility_score': 0.0}",15,32,punctuality_score,3,32:54.0
5da77e76b65aa872abc547fc,5d9426dea9cf770a818dcd3c,1,4,1,4,1,"{'chatty_score': 0.0, 'safety_score': 13.5, 'punctuality_score': 0.0, 'friendliness_score': 4, 'comfortibility_score': 0.0}",25,13.5,safety_score,2,32:54.7
5da77e9cb65aa872abc54808,5d942612a9cf770a818c7498,1,5,5,1,5,"{'chatty_score': 32.0, 'safety_score': 0.0, 'punctuality_score': 19.2, 'friendliness_score': 0.0, 'comfortibility_score': 32.0}",15,32,chatty_score,1,33:32.6
5da77e9db65aa872abc54809,5d94266fa9cf770a818d0eee,5,5,1,3,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 3.84, 'friendliness_score': 0.0, 'comfortibility_score': 13.5}",15,13.5,comfortibility_score,5,33:33.2
5da77e9eb65aa872abc5480a,5d9426a1a9cf770a818d649b,4,2,4,5,4,"{'chatty_score': 63.5, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 17.5, 'comfortibility_score': 64.0}",20,64,comfortibility_score,5,33:34.9
5da77effb65aa872abc5481d,5d942681a9cf770a818d2cc0,3,4,1,5,4,"{'chatty_score': 35.0, 'safety_score': 41.65, 'punctuality_score': 18.990000000000002, 'friendliness_score': 0.0, 'comfortibility_score': 17.32}",15,41.65,safety_score,2,35:11.7
5da77f00b65aa872abc5481e,5da74654c2a44d9c0fc1e4ee,1,4,2,4,2,"{'chatty_score': 51.980000000000004, 'safety_score': 15.99, 'punctuality_score': 12.66, 'friendliness_score': 21.65, 'comfortibility_score': 41.65}",30,51.98,chatty_score,1,35:12.6
5da77f01b65aa872abc5481f,5da746c0c2a44d9c0fc29b1d,3,3,3,5,5,"{'chatty_score': 0.0, 'safety_score': 6.66, 'punctuality_score': 40.65, 'friendliness_score': 11.66, 'comfortibility_score': 8.66}",15,40.65,punctuality_score,3,35:13.5
5da77f02b65aa872abc54820,5d9426dba9cf770a818dc826,3,2,2,4,3,"{'chatty_score': 0.0, 'safety_score': 1.0, 'punctuality_score': 73.3, 'friendliness_score': 9.0, 'comfortibility_score': 17.32}",10,73.3,punctuality_score,3,35:14.3
5da77f0bb65aa872abc5482c,5d942641a9cf770a818cc00c,5,4,1,2,2,"{'chatty_score': 32.0, 'safety_score': 19.6, 'punctuality_score': 11.18, 'friendliness_score': 13.5, 'comfortibility_score': 0.0}",15,32,chatty_score,1,35:23.6
5da77f0cb65aa872abc5482d,5d942602a9cf770a818c59d7,4,4,1,1,2,"{'chatty_score': 1.34, 'safety_score': 17.6, 'punctuality_score': 0.0, 'friendliness_score': 28.68, 'comfortibility_score': 0.5}",20,28.68,friendliness_score,4,35:24.2
5da77f0db65aa872abc5482e,5d9426a3a9cf770a818d679c,2,5,3,4,1,"{'chatty_score': 13.5, 'safety_score': 97.0, 'punctuality_score': 23.5, 'friendliness_score': 10.5, 'comfortibility_score': 14.5}",25,97,safety_score,2,35:25.5
5da77f6db65aa872abc54841,5d942617a9cf770a818c7c28,2,5,3,1,2,"{'chatty_score': 0.0, 'safety_score': 18.990000000000002, 'punctuality_score': 20.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",15,20,punctuality_score,3,37:01.2
5da77f6eb65aa872abc54842,5d94261da9cf770a818c86b3,4,4,1,3,5,"{'chatty_score': 0.0, 'safety_score': 0.33, 'punctuality_score': 14.66, 'friendliness_score': 0.0, 'comfortibility_score': 9.0}",20,14.66,punctuality_score,3,37:02.0
5da77f6eb65aa872abc54843,5d942628a9cf770a818c9899,4,5,5,5,3,"{'chatty_score': 2.99, 'safety_score': 38.65, 'punctuality_score': 4.0, 'friendliness_score': 0.0, 'comfortibility_score': 0}",30,38.65,safety_score,2,37:02.8
5da77f6fb65aa872abc54844,5d9426c6a9cf770a818da36e,3,4,1,3,4,"{'chatty_score': 0.33, 'safety_score': 35.33, 'punctuality_score': 0.33, 'friendliness_score': 0.0, 'comfortibility_score': 2.66}",15,35.33,safety_score,2,37:03.6
5da77f8ab65aa872abc54850,5d942621a9cf770a818c8d11,1,5,4,2,5,"{'chatty_score': 0.0, 'safety_score': 4.0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0.5}",15,4,safety_score,2,37:30.5
5da77f8bb65aa872abc54851,5d94267fa9cf770a818d29a4,1,4,1,1,1,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 10, 'comfortibility_score': 0.0}",15,10,friendliness_score,4,37:31.1
5da77f8bb65aa872abc54852,5d9426cda9cf770a818daf98,3,1,1,1,2,"{'chatty_score': 0.5, 'safety_score': 0.0, 'punctuality_score': 8, 'friendliness_score': 6, 'comfortibility_score': 0.5}",20,8,punctuality_score,3,37:31.8
5da78182b65aa872abc54865,5d942696a9cf770a818d5177,2,3,5,4,4,"{'chatty_score': 0.0, 'safety_score': 41.65, 'punctuality_score': 2.66, 'friendliness_score': 0.0, 'comfortibility_score': 6.99}",15,41.65,safety_score,2,45:54.2
5da78182b65aa872abc54866,5d9425e2a9cf770a818c27a3,2,1,3,1,2,"{'chatty_score': 41.65, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 6.99, 'comfortibility_score': 2.33}",25,41.65,chatty_score,1,45:55.0
5da78183b65aa872abc54867,5da74667c2a44d9c0fc20415,1,4,1,2,3,"{'chatty_score': 2.0, 'safety_score': 2.99, 'punctuality_score': 2.66, 'friendliness_score': 5.32, 'comfortibility_score': 0.0}",15,5.32,friendliness_score,4,45:55.8
5da78184b65aa872abc54868,5d94271ba9cf770a818e302c,1,3,3,2,3,"{'chatty_score': 1.0, 'safety_score': 0.0, 'punctuality_score': 41.65, 'friendliness_score': 2.33, 'comfortibility_score': 41.65}",30,41.65,punctuality_score,3,45:56.7
